s,d,p,test
0.7902562405035627,1.542910174143009,0.001998002,flower-insect
0.5745853834935668,1.0502711622525984,0.012987012987012988,music-instruments
1.0263047750115986,1.4109141056861252,0.000999001,career-family
0.5254602701940617,1.1271492109908496,0.012987012987012988,math-arts
0.271311179,1.1850324847082985,0.011988011988011988,science-arts
0.43935985097410196,1.4203929136429412,0.000999001,intellect-outer
