s,d,p,test
0.3770785284520437,1.3160563797494107,0.04995005,flower-insect
0.9360130032538909,1.4158108857634895,0.001998002,music-instruments
1.024164652,1.5745528385424146,0.000999001,career-family
0.3586343023721964,1.1138243369415615,0.016983016983016984,math-arts
0.3179526209651063,1.0552694133662373,0.023976023976023976,science-arts
0.6937191334522952,1.5742449215706353,0.000999001,intellect-outer
