s,d,p,test
0.3752145431935787,1.3180451,0.04995005,flower-insect
0.9328714311122894,1.4156148,0.001998002,music-instruments
1.0899216458201408,1.6074418,0.000999001,career-family
0.4402753186877817,1.1145495,0.013986013986013986,math-arts
0.32374781370162964,1.0193907,0.032967033,science-arts
0.7216099454089999,1.5620342,0.000999001,intellect-outer
