,projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color
13,0.17856932,1966,شاعرة,شاعر,-0.22709456,0.048525244,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.6258362168396773, 0.7996155324875049, 0.8858131487889275, 1.0)"
14,0.217629,1966,المهندسة,المهندس,-0.2996503,0.08202131,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.5178777393310268, 0.7379469434832758, 0.8519031141868513, 1.0)"
15,0.28054422,1966,كاتبة,كاتب,-0.39698303,-0.11643882,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.3234909650134564, 0.6149173394848135, 0.7854671280276817, 1.0)"
0,-0.08626737,1967,مصورة,مصور,0.047069058,-0.13333642,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)"
1,-0.07908736,1967,ممثلة,ممثل,0.21261112,-0.2916985,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)"
2,-0.04883229,1967,مديرة,مدير,0.039650038,-0.08848233,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
3,0.013696,1967,خادمة,خادم,0.074208,-0.060512,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9481737793156478, 0.9589388696655132, 0.9648596693579392, 1.0)"
4,0.024520963,1967,عاملة,عامل,0.16035992,-0.13583896,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
5,0.058560804,1967,ممرضة,ممرض,0.08487996,-0.026319154,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.8838908112264514, 0.9284890426758939, 0.9530180699730872, 1.0)"
6,0.06595945,1967,فنانة,فنان,0.09158565,-0.025626197,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)"
7,0.083273955,1967,سكرتيرة,سكرتير,0.10941064,-0.026136687,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
8,0.08736879,1967,موظفة,موظف,0.178634,-0.09126522,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8371395617070359, 0.9063437139561707, 0.9444059976931949, 1.0)"
9,0.11811712,1967,رسامة,رسام,0.1878035,-0.06968639,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.7711649365628607, 0.8734332948865823, 0.9273356401384084, 1.0)"
10,0.13055345,1967,كاتبة,كاتب,0.17011712,-0.039563667,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.742099192618224, 0.8586697424067669, 0.9190311418685122, 1.0)"
11,0.18478172,1967,الدكتورة,الدكتور,0.21595728,-0.031175574,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.6064590542099195, 0.789773164167628, 0.8802768166089966, 1.0)"
12,0.19046873,1967,المهندسة,المهندس,0.31334543,-0.122876704,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.5967704728950406, 0.7848519800076895, 0.8775086505190313, 1.0)"
13,0.22408366,1967,الجندية,الجندي,0.25174475,-0.027661081,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.4935793925413305, 0.7225682429834681, 0.8435986159169551, 1.0)"
0,-0.1597953,1968,سكرتيرة,سكرتير,-0.0064168163,0.16621211,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9713956170703576, 0.7342560553633217, 0.6212226066897346, 1.0)"
1,-0.07414964,1968,مديرة,مدير,-0.117188305,0.19133794,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9856978085351787, 0.8889657823913879, 0.8320645905420992, 1.0)"
2,-0.066018045,1968,عاملة,عامل,-0.09156996,0.157588,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
3,-0.062631205,1968,مصورة,مصور,-0.12756698,0.19019818,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
4,-0.03730257,1968,خادمة,خادم,-0.06292303,0.1002256,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)"
5,-0.022656992,1968,بائعة,بائع,-0.090196475,0.11285347,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)"
6,0.008990973,1968,ممثلة,ممثل,-0.30498344,0.29599246,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
7,0.03577365,1968,ممرضة,ممرض,0.15110537,0.115331724,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)"
8,0.064379975,1968,موظفة,موظف,-0.14461385,0.08023387,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)"
9,0.11920903,1968,رسامة,رسام,-0.1330954,-0.013886367,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.7711649365628607, 0.8734332948865823, 0.9273356401384084, 1.0)"
10,0.14524335,1968,كاتبة,كاتب,-0.29706407,0.15182072,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.7033448673587084, 0.8389850057670128, 0.9079584775086506, 1.0)"
11,0.19463912,1968,طبيبة,طبيب,-0.20374206,0.009102937,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.5870818915801617, 0.779930795847751, 0.8747404844290658, 1.0)"
12,0.24249196,1968,الجندية,الجندي,-0.2853074,0.042815447,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.43283352556708976, 0.6841214917339487, 0.8228373702422146, 1.0)"
13,0.25191918,1968,الدكتورة,الدكتور,-0.36673325,-0.11481407,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.4085351787773935, 0.6687427912341408, 0.8145328719723184, 1.0)"
14,0.26782686,1968,المهندسة,المهندس,-0.43408346,0.1662566,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.3599384851980012, 0.6379853902345254, 0.7979238754325261, 1.0)"
15,0.34511226,1968,نائبة,نائب,-0.40295717,-0.057844907,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.2, 0.4934256055363322, 0.7222606689734717, 1.0)"
16,0.39496335,1968,المحامية,المحامي,-0.53674614,0.14178279,المحامية-المحامي,ﻲﻣﺎﺤﻤﻟﺍ-ﺔﻴﻣﺎﺤﻤﻟﺍ,"(0.1320261437908497, 0.40346020761245677, 0.6762783544790466, 1.0)"
0,-0.1706703,1969,ممرضة,ممرض,0.011741307,0.18241161,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9672433679354094, 0.7093425605536331, 0.5893886966551325, 1.0)"
1,-0.13716105,1969,عاملة,عامل,-0.04967331,0.18683437,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9783160322952711, 0.7757785467128027, 0.6742791234140715, 1.0)"
2,-0.08906962,1969,راقصة,راقص,0.047063455,0.13613307,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)"
3,-0.07593565,1969,سكرتيرة,سكرتير,-0.00018328428,0.07611893,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)"
4,-0.06732203,1969,موظفة,موظف,-0.061797943,0.12911998,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9847750865051903, 0.8932718185313341, 0.8394463667820069, 1.0)"
5,0.003933266,1969,مصورة,مصور,-0.15977922,0.15584596,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)"
6,0.009047799,1969,مديرة,مدير,-0.13232525,0.12327745,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
7,0.05818612,1969,رسامة,رسام,-0.14007452,0.0818884,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.8838908112264514, 0.9284890426758939, 0.9530180699730872, 1.0)"
8,0.061738342,1969,ممثلة,ممثل,-0.24433738,0.18259904,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8780469050365245, 0.9257208765859286, 0.9519415609381008, 1.0)"
9,0.13315699,1969,خادمة,خادم,-0.16236553,0.029208533,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.7324106113033451, 0.8537485582468283, 0.9162629757785468, 1.0)"
10,0.1359976,1969,وزيرة,وزير,-0.20075487,0.06475728,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.7324106113033451, 0.8537485582468283, 0.9162629757785468, 1.0)"
11,0.13801782,1969,الدكتورة,الدكتور,-0.2612006,-0.12318279,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.7227220299884662, 0.8488273740868898, 0.9134948096885814, 1.0)"
12,0.16533753,1969,الشاعرة,الشاعر,-0.3628275,0.19748998,الشاعرة-الشاعر,ﺮﻋﺎﺸﻟﺍ-ﺓﺮﻋﺎﺸﻟﺍ,"(0.654901960784314, 0.8143790849673205, 0.8941176470588236, 1.0)"
13,0.21520047,1969,كاتبة,كاتب,-0.36762676,0.15242629,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.5178777393310268, 0.7379469434832758, 0.8519031141868513, 1.0)"
14,0.24585497,1969,نائبة,نائب,-0.34994885,-0.10409389,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.43283352556708976, 0.6841214917339487, 0.8228373702422146, 1.0)"
15,0.2479722,1969,الفنانة,الفنان,-0.3703344,0.12236218,الفنانة-الفنان,ﻥﺎﻨﻔﻟﺍ-ﺔﻧﺎﻨﻔﻟﺍ,"(0.42068435217224165, 0.6764321414840447, 0.8186851211072664, 1.0)"
16,0.30996966,1969,المهندسة,المهندس,-0.38990784,0.079938166,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.24705882352941178, 0.5557093425605536, 0.7540945790080738, 1.0)"
17,0.39173657,1969,طبيبة,طبيب,-0.40591624,0.014179662,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.13725490196078446, 0.4103806228373704, 0.6798154555940025, 1.0)"
0,-0.19360825,1970,ممرضة,ممرض,-0.08081915,0.2744274,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9589388696655133, 0.659515570934256, 0.5257208765859284, 1.0)"
1,-0.15459257,1970,عاملة,عامل,-0.13085449,0.28544706,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9727797001153403, 0.7425605536332179, 0.631833910034602, 1.0)"
2,-0.12730739,1970,راقصة,راقص,-0.013190421,0.1404978,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9824682814302191, 0.8006920415224913, 0.7061130334486736, 1.0)"
3,-0.09956316,1970,خادمة,خادم,-0.085061304,0.18462446,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9921568627450981, 0.8588235294117647, 0.7803921568627451, 1.0)"
4,-0.08254874,1970,الجندية,الجندي,-0.19914243,0.28169116,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9884659746251442, 0.8760476739715493, 0.809919261822376, 1.0)"
5,-0.063428536,1970,سكرتيرة,سكرتير,0.119891495,0.18332003,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
6,-0.060375303,1970,ممثلة,ممثل,-0.21406615,0.27444145,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
7,-0.056752,1970,بائعة,بائع,0.022957113,0.07970911,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)"
8,-0.048327997,1970,موظفة,موظف,-0.2351559,0.2834839,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
9,-0.044484407,1970,كاتبة,كاتب,-0.17680651,0.22129092,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
10,-0.037943363,1970,وزيرة,وزير,-0.12133214,0.1592755,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)"
11,0.010684557,1970,مديرة,مدير,-0.11731663,0.106632076,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
12,0.031030148,1970,مصورة,مصور,-0.18793353,0.15690339,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)"
13,0.17744665,1970,الدكتورة,الدكتور,-0.2510655,-0.073618844,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.6258362168396773, 0.7996155324875049, 0.8858131487889275, 1.0)"
14,0.19040498,1970,المهندسة,المهندس,-0.46000266,0.26959768,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.5967704728950406, 0.7848519800076895, 0.8775086505190313, 1.0)"
15,0.25560474,1970,الرسامة,الرسام,-0.3473366,0.09173185,الرسامة-الرسام,ﻡﺎﺳﺮﻟﺍ-ﺔﻣﺎﺳﺮﻟﺍ,"(0.3963860053825453, 0.6610534409842369, 0.8103806228373702, 1.0)"
16,0.2792114,1970,الفنانة,الفنان,-0.38315022,0.103938825,الفنانة-الفنان,ﻥﺎﻨﻔﻟﺍ-ﺔﻧﺎﻨﻔﻟﺍ,"(0.3234909650134564, 0.6149173394848135, 0.7854671280276817, 1.0)"
17,0.3601067,1970,نائبة,نائب,-0.39120388,-0.031097181,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.17908496732026147, 0.46574394463667823, 0.7081122645136486, 1.0)"
18,0.3669033,1970,الشاعرة,الشاعر,-0.39364627,0.026742974,الشاعرة-الشاعر,ﺮﻋﺎﺸﻟﺍ-ﺓﺮﻋﺎﺸﻟﺍ,"(0.17385620915032682, 0.45882352941176474, 0.7045751633986929, 1.0)"
0,-0.048811883,1971,سكرتيرة,سكرتير,-0.024541207,0.07335309,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
1,-0.034496427,1971,ممرضة,ممرض,-0.06985511,0.104351535,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)"
2,-0.033147037,1971,ممثلة,ممثل,-0.23952922,0.27267626,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)"
3,-0.011875898,1971,عاملة,عامل,-0.15022722,0.16210312,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)"
4,-0.009000123,1971,مصورة,مصور,-0.1589717,0.16797182,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9709342560553633, 0.9578623606305268, 0.9501730103806229, 1.0)"
5,0.0097487345,1971,وزيرة,وزير,-0.1125311,0.10278237,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
6,0.029264811,1971,بائعة,بائع,-0.078012645,0.048747834,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)"
7,0.06384128,1971,مديرة,مدير,-0.16170315,0.09786187,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)"
8,0.07304309,1971,خادمة,خادم,0.09590179,0.022858696,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
9,0.073813,1971,كاتبة,كاتب,-0.15072182,0.07690882,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
10,0.08208298,1971,موظفة,موظف,-0.12763913,0.04555615,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
11,0.08296727,1971,الجندية,الجندي,-0.16824141,0.085274145,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
12,0.097878575,1971,عازفة,عازف,-0.11255951,-0.014680933,عازفة-عازف,ﻑﺯﺎﻋ-ﺔﻓﺯﺎﻋ,"(0.8196078431372551, 0.8980392156862746, 0.9411764705882353, 1.0)"
13,0.09940641,1971,الدكتورة,الدكتور,-0.2227045,-0.12329809,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.8196078431372551, 0.8980392156862746, 0.9411764705882353, 1.0)"
14,0.11672005,1971,نائبة,نائب,-0.27681372,-0.16009367,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.7808535178777396, 0.8783544790465208, 0.9301038062283737, 1.0)"
15,0.16627908,1971,شاعرة,شاعر,-0.1728495,0.006570436,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.654901960784314, 0.8143790849673205, 0.8941176470588236, 1.0)"
16,0.26311755,1971,الفنانة,الفنان,-0.35465345,0.0915359,الفنانة-الفنان,ﻥﺎﻨﻔﻟﺍ-ﺔﻧﺎﻨﻔﻟﺍ,"(0.37208765859284904, 0.6456747404844292, 0.8020761245674741, 1.0)"
17,0.30242953,1971,الرسامة,الرسام,-0.33420444,0.0317749,الرسامة-الرسام,ﻡﺎﺳﺮﻟﺍ-ﺔﻣﺎﺳﺮﻟﺍ,"(0.2575163398692811, 0.5695501730103806, 0.7611687812379854, 1.0)"
0,-0.2960865,1972,عاملة,عامل,-0.14189789,0.43798438,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.8438292964244521, 0.3870818915801615, 0.3101114955786236, 1.0)"
1,-0.2749534,1972,ممثلة,ممثل,-0.16490683,0.43986022,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8668973471741638, 0.44013840830449813, 0.35086505190311407, 1.0)"
2,-0.20215747,1972,ممرضة,ممرض,-0.06714075,0.26929823,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.954555940023068, 0.641753171856978, 0.5057285659361782, 1.0)"
3,-0.19536883,1972,خادمة,خادم,-0.0053022504,0.20067108,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9575547866205306, 0.6512110726643597, 0.515109573241061, 1.0)"
4,-0.10544859,1972,فنانة,فنان,-0.11041273,0.21586132,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.9907727797001153, 0.8505190311418684, 0.7697808535178777, 1.0)"
5,-0.092801034,1972,المهندسة,المهندس,-0.23125231,0.32405335,المهندسة-المهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.9903114186851212, 0.867435601691657, 0.7951557093425605, 1.0)"
6,-0.075592816,1972,مصورة,مصور,-0.20657957,0.28217238,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)"
7,-0.0631923,1972,بائعة,بائع,0.124242075,0.18743438,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
8,-0.060145915,1972,سكرتيرة,سكرتير,0.14478505,0.20493096,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
9,-0.055692345,1972,موظفة,موظف,-0.18694773,0.24264008,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)"
10,-0.044650644,1972,رسامة,رسام,-0.08204383,0.12669447,رسامة-رسام,ﻡﺎﺳﺭ-ﺔﻣﺎﺳﺭ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
11,-0.037429452,1972,وزيرة,وزير,-0.18727103,0.22470048,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)"
12,-0.03030207,1972,مديرة,مدير,-0.07897248,0.10927455,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)"
13,-0.006322965,1972,راقصة,راقص,0.12377861,0.13010158,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)"
14,0.008876532,1972,طبيبة,طبيب,-0.24563187,0.23675534,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
15,0.067667425,1972,شاعرة,شاعر,-0.33643788,0.26877046,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.8663590926566707, 0.9201845444059977, 0.9497885428681276, 1.0)"
16,0.12599283,1972,الجندية,الجندي,-0.37801296,0.25202012,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.7517877739331029, 0.8635909265667053, 0.9217993079584775, 1.0)"
17,0.12669203,1972,الدكتورة,الدكتور,-0.1897927,0.063100666,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.7517877739331029, 0.8635909265667053, 0.9217993079584775, 1.0)"
18,0.20421167,1972,نائبة,نائب,-0.2160694,0.011857739,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.5543252595155715, 0.7610149942329878, 0.8643598615916958, 1.0)"
19,0.2089786,1972,كاتبة,كاتب,-0.4203862,0.2114076,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.5421760861207231, 0.7533256439830837, 0.8602076124567475, 1.0)"
0,-0.1581769,1973,ممثلة,ممثل,0.185781,-0.3439579,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9713956170703576, 0.7342560553633217, 0.6212226066897346, 1.0)"
1,-0.14547423,1973,باحثة,باحث,-0.0039562844,-0.14943051,باحثة-باحث,ﺚﺣﺎﺑ-ﺔﺜﺣﺎﺑ,"(0.9755478662053056, 0.7591695501730102, 0.6530565167243365, 1.0)"
2,-0.13897435,1973,بائعة,بائع,0.058233064,-0.19720742,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9783160322952711, 0.7757785467128027, 0.6742791234140715, 1.0)"
3,-0.13327974,1973,عاملة,عامل,0.101920374,-0.2352001,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)"
4,-0.09715152,1973,مغنية,مغني,0.0014090724,-0.098560594,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
5,-0.08030229,1973,سكرتيرة,سكرتير,0.107608266,-0.18791056,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)"
6,-0.054214507,1973,مصورة,مصور,0.18860564,-0.24282014,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9810841983852365, 0.9104959630911187, 0.8689734717416377, 1.0)"
