,projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color
0,-0.19654812,1934,الجندية,الجندي,-0.09165405,0.28820217,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9575547866205306, 0.6512110726643597, 0.515109573241061, 1.0)"
1,-0.19416496,1934,مديرة,مدير,-0.15571532,0.34988028,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9589388696655133, 0.659515570934256, 0.5257208765859284, 1.0)"
2,-0.14875172,1934,بائعة,بائع,0.13520135,0.28395307,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9741637831603229, 0.7508650519031141, 0.6424452133794694, 1.0)"
3,-0.13339886,1934,عاملة,عامل,0.13840976,0.27180862,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)"
4,-0.11880422,1934,الكاتبة,الكاتب,-0.09858388,0.2173881,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9852364475201846, 0.8173010380622837, 0.7273356401384083, 1.0)"
5,-0.10084948,1934,ممثلة,ممثل,0.2168085,0.31765798,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9921568627450981, 0.8588235294117647, 0.7803921568627451, 1.0)"
6,-0.09531583,1934,خادمة,خادم,0.03918752,0.13450335,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
0,-0.46948123,1935,بائعة,بائع,-0.028954288,0.49843553,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.48465974625144176, 0.02583621683967705, 0.1344867358708189, 1.0)"
1,-0.13429326,1935,عاملة,عامل,0.1563594,0.29065266,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)"
2,-0.093069285,1935,الجندية,الجندي,-0.1458888,0.23895809,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9903114186851212, 0.867435601691657, 0.7951557093425605, 1.0)"
3,-0.082570806,1935,الكاتبة,الكاتب,-0.22089748,0.3034683,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9884659746251442, 0.8760476739715493, 0.809919261822376, 1.0)"
4,-0.0704397,1935,مديرة,مدير,-0.15817767,0.22861737,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9856978085351787, 0.8889657823913879, 0.8320645905420992, 1.0)"
5,-0.021292627,1935,ممرضة,ممرض,0.17190555,0.19319817,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)"
6,-0.016960822,1935,خادمة,خادم,-0.06964765,0.08660847,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)"
7,0.050960153,1935,ممثلة,ممثل,0.3050328,0.25407264,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8897347174163783, 0.9312572087658594, 0.9540945790080738, 1.0)"
8,0.11419841,1935,راقصة,راقص,0.16630942,0.052111007,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.7808535178777396, 0.8783544790465208, 0.9301038062283737, 1.0)"
0,-0.17866263,1936,الصحفية,الصحفي,-0.06160777,0.24027039,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9644752018454441, 0.6927335640138407, 0.5681660899653976, 1.0)"
1,-0.06394945,1936,عاملة,عامل,-0.035859507,0.09980896,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
2,0.01064384,1936,خادمة,خادم,-0.09646475,0.08582091,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
3,0.02265548,1936,الممثلة,الممثل,-0.12964031,0.10698483,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.936485966935794, 0.9534025374855825, 0.9627066512879662, 1.0)"
4,0.07610431,1936,راقصة,راقص,0.1310809,0.054976583,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.8546712802768167, 0.914648212226067, 0.9476355247981546, 1.0)"
5,0.14177577,1936,الكاتبة,الكاتب,-0.21472476,0.07294899,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.7130334486735876, 0.8439061899269515, 0.9107266435986161, 1.0)"
6,0.46300098,1936,مديرة,مدير,-0.46684867,-0.003847694,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.05836216839677047, 0.26297577854671284, 0.48419838523644754, 1.0)"
0,-0.09529115,1937,ممثلة,ممثل,-0.1775391,-0.27283025,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
1,-0.06103605,1937,عاملة,عامل,-0.16372427,-0.22476032,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
2,-0.025313273,1937,الخادمة,الخادم,-0.13423762,-0.15955089,الخادمة-الخادم,ﻡﺩﺎﺨﻟﺍ-ﺔﻣﺩﺎﺨﻟﺍ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)"
0,-0.11165587,1938,الممثلة,الممثل,0.028715096,0.14037097,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.98800461361015, 0.833910034602076, 0.748558246828143, 1.0)"
1,-0.09535975,1938,خادمة,خادم,-0.07342442,0.16878417,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)"
2,-0.08728658,1938,الكاتبة,الكاتب,-0.08431725,0.17160383,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)"
3,-0.049780443,1938,شاعرة,شاعر,-0.091427535,0.14120798,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)"
4,-0.04416254,1938,الجندية,الجندي,-0.14286965,0.1870322,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
5,-0.013028763,1938,راقصة,راقص,0.046385407,0.05941417,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)"
6,0.012493506,1938,عاملة,عامل,-0.16554768,0.15305418,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9481737793156478, 0.9589388696655132, 0.9648596693579392, 1.0)"
7,0.08007007,1938,مديرة,مدير,-0.19034979,0.11027972,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.8488273740868899, 0.9118800461361016, 0.946559015763168, 1.0)"
0,-0.030459017,1939,العاملة,العامل,0.22155079,0.2520098,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)"
0,-0.06918217,1940,خادمة,خادم,0.14959197,0.21877414,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9847750865051903, 0.8932718185313341, 0.8394463667820069, 1.0)"
1,-0.06433016,1940,الجندية,الجندي,0.19876626,0.26309642,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)"
2,-0.02260977,1940,العاملة,العامل,0.19649203,0.2191018,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)"
0,-0.15590777,1941,الجندية,الجندي,0.0814186,0.23732637,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9727797001153403, 0.7425605536332179, 0.631833910034602, 1.0)"
1,0.0048806965,1941,عاملة,عامل,0.13789508,0.13301438,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)"
0,-0.06217712,1942,العاملة,العامل,0.3094042,0.37158132,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
1,-0.056096584,1942,الجندية,الجندي,0.22519982,0.2812964,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)"
0,-0.13522188,1944,العاملة,العامل,0.22286452,0.3580864,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)"
1,-0.00948444,1944,الممثلة,الممثل,0.21287215,0.22235659,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.9709342560553633, 0.9578623606305268, 0.9501730103806229, 1.0)"
0,-0.20300396,1945,الممثلة,الممثل,0.08329438,0.28629833,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.954555940023068, 0.641753171856978, 0.5057285659361782, 1.0)"
1,-0.045823477,1945,العاملة,العامل,0.089748956,0.13557243,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
0,-0.22559261,1946,الممثلة,الممثل,-0.16117942,-0.38677204,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.926874279123414, 0.5780853517877739, 0.4568242983467896, 1.0)"
1,-0.055285513,1946,مديرة,مدير,0.15374875,-0.20903426,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)"
2,-0.030226856,1946,عاملة,عامل,-0.1801722,-0.21039906,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)"
0,-0.2280542,1947,مديرة,مدير,-0.055379003,0.2834332,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9222606689734717, 0.5674740484429065, 0.4486735870818915, 1.0)"
1,-0.1377286,1947,ممثلة,ممثل,0.20155147,0.33928007,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9783160322952711, 0.7757785467128027, 0.6742791234140715, 1.0)"
2,-0.040017724,1947,عاملة,عامل,0.17614397,0.2161617,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
3,0.022559285,1947,راقصة,راقص,0.15593293,0.13337365,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.936485966935794, 0.9534025374855825, 0.9627066512879662, 1.0)"
0,-0.13729014,1948,عاملة,عامل,-0.009106832,0.14639696,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9783160322952711, 0.7757785467128027, 0.6742791234140715, 1.0)"
1,-0.07877226,1948,الممثلة,الممثل,-0.046632033,0.1254043,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)"
2,-0.0049896687,1948,راقصة,راقص,-0.030175157,0.035164826,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)"
3,0.039755598,1948,مديرة,مدير,-0.16178876,0.122033164,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9072664359861592, 0.9395617070357555, 0.9573241061130334, 1.0)"
0,-0.2327175,1949,الصحفية,الصحفي,0.13445412,0.36717162,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9176470588235294, 0.5568627450980391, 0.44052287581699334, 1.0)"
1,-0.20953763,1949,مديرة,مدير,-0.04701537,0.256553,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9453287197231833, 0.6205305651672431, 0.48942714340638194, 1.0)"
2,-0.17711335,1949,الممثلة,الممثل,0.060790323,0.23790368,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.9644752018454441, 0.6927335640138407, 0.5681660899653976, 1.0)"
3,-0.019729033,1949,راقصة,راقص,0.1141544,0.13388343,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)"
4,-0.018597782,1949,الخادمة,الخادم,0.16456506,0.18316284,الخادمة-الخادم,ﻡﺩﺎﺨﻟﺍ-ﺔﻣﺩﺎﺨﻟﺍ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)"
5,-0.016898617,1949,عاملة,عامل,0.11389996,0.13079858,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)"
0,-0.22530597,1950,الممثلة,الممثل,-0.100619525,-0.3259255,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.926874279123414, 0.5780853517877739, 0.4568242983467896, 1.0)"
1,-0.20527396,1950,مديرة,مدير,-0.047730006,-0.25300395,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9499423298731257, 0.6311418685121106, 0.49757785467128013, 1.0)"
2,-0.20414597,1950,الصحفية,الصحفي,-0.11885327,-0.32299924,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9499423298731257, 0.6311418685121106, 0.49757785467128013, 1.0)"
3,-0.20042741,1950,الخادمة,الخادم,0.008111274,-0.20853868,الخادمة-الخادم,ﻡﺩﺎﺨﻟﺍ-ﺔﻣﺩﺎﺨﻟﺍ,"(0.954555940023068, 0.641753171856978, 0.5057285659361782, 1.0)"
4,-0.07859197,1950,عاملة,عامل,-0.11116469,-0.18975666,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)"
0,-0.18201001,1951,مديرة,مدير,0.05298814,-0.23499815,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9630911188004614, 0.6844290657439446, 0.5575547866205304, 1.0)"
1,-0.11386688,1951,العاملة,العامل,-0.20911355,-0.32298043,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9866205305651673, 0.8256055363321797, 0.7379469434832755, 1.0)"
2,-0.035999715,1951,الصحفية,الصحفي,-0.18961662,-0.22561634,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)"
0,-0.23937072,1952,العاملة,العامل,-0.014136869,-0.25350758,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9084198385236447, 0.5356401384083043, 0.424221453287197, 1.0)"
1,-0.09295607,1952,الممثلة,الممثل,0.057711087,-0.15066716,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.9903114186851212, 0.867435601691657, 0.7951557093425605, 1.0)"
2,-0.058005467,1952,الصحفية,الصحفي,0.11578828,-0.17379375,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)"
0,-0.19386366,1953,ممثلة,ممثل,-0.00022229552,-0.19408596,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9589388696655133, 0.659515570934256, 0.5257208765859284, 1.0)"
1,0.026142962,1953,عاملة,عامل,-0.11668797,-0.090545006,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
2,0.051061973,1953,مديرة,مدير,0.1264326,-0.075370625,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.8897347174163783, 0.9312572087658594, 0.9540945790080738, 1.0)"
3,0.17831779,1953,الصحفية,الصحفي,0.430646,-0.25232822,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.6258362168396773, 0.7996155324875049, 0.8858131487889275, 1.0)"
4,0.49260068,1953,الدكتورة,الدكتور,0.5041355,0.0115348175,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.02391387927720108, 0.19653979238754324, 0.3919261822376009, 1.0)"
0,-0.13001654,1954,الممثلة,الممثل,-0.0029779207,-0.13299446,الممثلة-الممثل,ﻞﺜﻤﻤﻟﺍ-ﺔﻠﺜﻤﻤﻟﺍ,"(0.9810841983852365, 0.7923875432525951, 0.6955017301038062, 1.0)"
1,-0.04391434,1954,الجندية,الجندي,0.030147143,-0.07406148,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)"
2,-0.012860715,1954,الصحفية,الصحفي,0.33837143,-0.35123214,الصحفية-الصحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)"
3,0.0041710585,1954,العاملة,العامل,0.1301904,-0.12601934,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)"
4,0.070665404,1954,الخادمة,الخادم,0.07493978,-0.004274372,الخادمة-الخادم,ﻡﺩﺎﺨﻟﺍ-ﺔﻣﺩﺎﺨﻟﺍ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
0,-0.19002444,1955,ممثلة,ممثل,-0.022057131,-0.21208157,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.960322952710496, 0.6678200692041522, 0.5363321799307956, 1.0)"
1,-0.15082882,1955,الكاتبة,الكاتب,0.0052862354,-0.15611506,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9741637831603229, 0.7508650519031141, 0.6424452133794694, 1.0)"
2,-0.10779102,1955,العاملة,العامل,0.16438933,-0.27218035,العاملة-العامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9893886966551326, 0.8422145328719722, 0.7591695501730104, 1.0)"
3,-0.04169935,1955,الجندية,الجندي,0.06791522,-0.10961457,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)"
4,-0.014497794,1955,راقصة,راقص,-0.10170903,-0.116206825,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)"
5,0.0024805441,1955,صحفية,صحفي,0.076198116,-0.07371757,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.9657054978854287, 0.9672433679354094, 0.9680891964628989, 1.0)"
6,0.0071341395,1955,مديرة,مدير,0.12398667,-0.11685253,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)"
7,0.08366044,1955,خادمة,خادم,-0.12481275,-0.04115231,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)"
0,-0.14804201,1956,راقصة,راقص,0.05497494,0.20301695,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9755478662053056, 0.7591695501730102, 0.6530565167243365, 1.0)"
1,-0.1242625,1956,ممثلة,ممثل,-0.08595638,0.21021888,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9838523644752019, 0.8089965397923875, 0.7167243367935409, 1.0)"
2,-0.062380247,1956,خادمة,خادم,-0.04645636,0.108836606,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)"
3,-0.02977568,1956,عاملة,عامل,0.06377114,0.09354682,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)"
4,0.025628015,1956,مديرة,مدير,-0.18964991,0.1640219,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)"
5,0.072611704,1956,وزيرة,وزير,-0.21474102,0.14212932,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)"
6,0.09277338,1956,مصورة,مصور,0.18110713,0.088333756,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.8312956555171089, 0.9035755478662054, 0.9433294886582084, 1.0)"
7,0.09968658,1956,صحفية,صحفي,-0.16384715,0.06416057,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.8196078431372551, 0.8980392156862746, 0.9411764705882353, 1.0)"
8,0.12593463,1956,الكاتبة,الكاتب,-0.31936648,0.19343185,الكاتبة-الكاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.7517877739331029, 0.8635909265667053, 0.9217993079584775, 1.0)"
9,0.13986833,1956,الموظفة,الموظف,-0.332996,0.19312768,الموظفة-الموظف,ﻒﻇﻮﻤﻟﺍ-ﺔﻔﻇﻮﻤﻟﺍ,"(0.7227220299884662, 0.8488273740868898, 0.9134948096885814, 1.0)"
10,0.22243728,1956,الجندية,الجندي,-0.27284306,0.050405785,الجندية-الجندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.5057285659361787, 0.7302575932333719, 0.8477508650519032, 1.0)"
11,0.3230973,1956,الدكتورة,الدكتور,-0.3855362,0.062438898,الدكتورة-الدكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.23137254901960785, 0.5349480968858131, 0.7434832756632064, 1.0)"
0,-0.15161282,1957,ممثلة,ممثل,-0.121340305,0.27295312,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9741637831603229, 0.7508650519031141, 0.6424452133794694, 1.0)"
1,-0.12783955,1957,فنانة,فنان,-0.06306423,0.19090378,فنانة-فنان,ﻥﺎﻨﻓ-ﺔﻧﺎﻨﻓ,"(0.9824682814302191, 0.8006920415224913, 0.7061130334486736, 1.0)"
2,-0.117007315,1957,خادمة,خادم,-0.14318451,0.26019183,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9866205305651673, 0.8256055363321797, 0.7379469434832755, 1.0)"
3,-0.07935333,1957,ممرضة,ممرض,0.047654748,0.12700808,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)"
4,-0.0063906424,1957,راقصة,راقص,0.038140006,0.04453065,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)"
5,0.006740749,1957,شاعرة,شاعر,-0.29002267,0.28328192,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)"
6,0.0105299875,1957,مصورة,مصور,-0.11878807,0.10825808,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)"
7,0.04190661,1957,عاملة,عامل,-0.20547369,0.16356708,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9072664359861592, 0.9395617070357555, 0.9573241061130334, 1.0)"
8,0.057768002,1957,وزيرة,وزير,-0.077850655,0.020082653,وزيرة-وزير,ﺮﻳﺯﻭ-ﺓﺮﻳﺯﻭ,"(0.8838908112264514, 0.9284890426758939, 0.9530180699730872, 1.0)"
9,0.08795925,1957,مديرة,مدير,-0.12903528,-0.041076027,مديرة-مدير,ﺮﻳﺪﻣ-ﺓﺮﻳﺪﻣ,"(0.8371395617070359, 0.9063437139561707, 0.9444059976931949, 1.0)"
10,0.10055955,1957,موظفة,موظف,-0.24841887,0.14785932,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8196078431372551, 0.8980392156862746, 0.9411764705882353, 1.0)"
