s,d,p,test
0.2811514437198639,1.0445061,0.11188811188811189,flower-insect
0.48386358469724655,1.0213456,0.047952048,music-instruments
1.6435509882867336,1.6233877,0.000999001,career-family
0.6068780422210693,1.2461526,0.007992008,math-arts
0.4045640379190445,1.212496,0.011988011988011988,science-arts
0.5406069164164364,1.3122897,0.000999001,intellect-outer
