s,d,p,test
0.27987232688561225,1.0344052700187465,0.11188811188811189,flower-insect
0.4802041207358665,1.010477533986958,0.048951049,music-instruments
1.5440849436396877,1.5996339690244328,0.000999001,career-family
0.5432064515252165,1.2661284612764498,0.005994006,math-arts
0.3651915419123757,1.2120672250227482,0.010989011,science-arts
0.5451244696955485,1.3127585075237762,0.000999001,intellect-outer
